number of query genes: 152
hit	support	identity	queries
NCU01284-t26_1 (hypothetical protein)	10	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU04122-t26_1
NCU06595-t26_1 (vacuolar protein sorting protein Vps36)	10	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU09245-t26_1, NCU01463-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU04386-t26_1 (hypothetical protein)	10	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU02558-t26_1, NCU00821-t26_1
NCU03033-t26_1 (transcription factor-26)	10	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU09245-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU06701-t26_1 (cephalosporin C regulator 1)	10	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU06130-t26_1, NCU00821-t26_1
NCU07771-t26_1 (hypothetical protein)	10	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU09245-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU02950-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU08468-t26_1 (actin-interacting protein)	10	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU02606-t26_2 (hypothetical protein, variant 1)	10	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU02606-t26_1 (hypothetical protein)	10	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU00927-t26_1 (kinesin-5)	10	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU09319-t26_2 (hypothetical protein, variant 1)	10	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU09937-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU06130-t26_1, NCU00821-t26_1
NCU01019-t26_1 (hypothetical protein)	10	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU03461-t26_1 (hypothetical protein)	10	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU02558-t26_1, NCU00821-t26_1
NCU02255-t26_1 (N-acetylglucosaminyl transferase component Gpi1)	10	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03132-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU02558-t26_1
NCU00100-t26_1 (hypothetical protein)	10	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02175-t26_1, NCU05681-t26_1, NCU09244-t26_1, NCU09245-t26_1, NCU01463-t26_1, NCU00832-t26_1
NCU07565-t26_1 (von Willebrand RING finger domain-containing protein)	10	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU02811-t26_1 (hyphal anastamosis-8 protein)	10	query	NCU02110-t26_1, NCU00881-t26_1, NCU00881-t26_2, NCU00938-t26_1, NCU04732-t26_1, NCU07192-t26_1, NCU03132-t26_1, NCU01509-t26_1, NCU09307-t26_1, NCU00321-t26_1
NCU12068-t26_1 (hypothetical protein)	10	query	NCU01382-t26_1, NCU09337-t26_1, NCU01697-t26_1, NCU05712-t26_1, NCU05629-t26_1, NCU12067-t26_1, NCU11172-t26_1, NCU08433-t26_1, NCU06140-t26_1, NCU08839-t26_1
NCU06314-t26_1 (hypothetical protein)	9	new	NCU04645-t26_1, NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU09294-t26_1 (hypothetical protein)	9	new	NCU04645-t26_1, NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU00896-t26_1 (synaptojanin-1)	9	new	NCU04645-t26_1, NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU09244-t26_1, NCU09245-t26_1, NCU02950-t26_1, NCU08169-t26_1, NCU05798-t26_1
NCU05917-t26_1 (hypothetical protein)	9	query	NCU04645-t26_1, NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU03035-t26_1, NCU05798-t26_1, NCU05915-t26_1
NCU07775-t26_1 (hypothetical protein)	9	new	NCU04645-t26_1, NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU02794-t26_1 (Fso1)	9	new	NCU04645-t26_1, NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU03132-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU02139-t26_1 (annexin ANXC4)	9	new	NCU04645-t26_1, NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05798-t26_1, NCU06130-t26_1, NCU00821-t26_1
NCU05645-t26_1 (U1 snRNP splicing complex subunit)	9	new	NCU04645-t26_1, NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU09848-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU02232-t26_1 (DNA primase small subunit)	9	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU00257-t26_1 (dynactin Arp1 p62 subunit RO2)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU08006-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU09245-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1
NCU06959-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU06130-t26_1, NCU00821-t26_1
NCU01344-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU00008-t26_1 (longevity-assurance protein 1)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU00428-t26_1 (DNA repair-11)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU06130-t26_1, NCU00821-t26_1
NCU02219-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU08169-t26_1
NCU00172-t26_1 (nuclear division-24)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01098-t26_1, NCU01463-t26_1, NCU02950-t26_1, NCU00821-t26_1
NCU09206-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU05210-t26_1 (postreplication repair E3 ubiquitin-protein ligase rad-18)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU09300-t26_2 (RNA polymerase-24)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU09300-t26_1 (RNA polymerase-24)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU01564-t26_1 (calcium dependent mitochondrial carrier protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU01098-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU09644-t26_1 (UVS-3)	9	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU15829-t26_1 (GATA type zinc finger protein Asd4)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU06130-t26_1, NCU00821-t26_1
NCU01198-t26_1 (gle-1 protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU04007-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU08368-t26_1 (tRNA-processing-2)	9	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU06130-t26_1, NCU00821-t26_1
NCU01229-t26_1 (elongator complex protein 3)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU06921-t26_1 (mRNA splicing factor)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU05856-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU00279-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU06453-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU09205-t26_1 (nitrate assimilation regulatory protein nirA)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU05809-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU05389-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU03113-t26_1 (kinetochore protein-17)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU08373-t26_1 (peroxisomal biogenesis factor 6)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU04782-t26_1 (mst2)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05798-t26_1, NCU06130-t26_1, NCU00821-t26_1
NCU08312-t26_1 (Sec1-like-2)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU01098-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU01999-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU04645-t26_1 (DUF124 domain-containing protein)	9	query	NCU05836-t26_1, NCU03132-t26_1, NCU09337-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU09848-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU04122-t26_1
NCU06429-t26_1 (alpha-actinin)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU02558-t26_1, NCU00821-t26_1
NCU06929-t26_1 (transcription elongation factor spt-5)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05917-t26_1
NCU08651-t26_1 (zinc binuclear cluster-type protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU02558-t26_1
NCU02223-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU02558-t26_1
NCU05180-t26_1 (kinesin-9)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU00528-t26_1 (Hyphal anastamosis protein 4)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU06130-t26_1, NCU02558-t26_1, NCU00821-t26_1
NCU05007-t26_1 (spindle poison sensitivity protein Scp3)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU02558-t26_1, NCU00821-t26_1
NCU07543-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU02558-t26_1
NCU04073-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU02121-t26_1 (transcriptional regulator-1)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU02558-t26_1
NCU05640-t26_1 (hypothetical protein)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU09245-t26_1, NCU01098-t26_1, NCU01463-t26_1
NCU05422-t26_1 (vacuolar protein sorting protein Vps11c)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU09245-t26_1, NCU01098-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU07489-t26_2 (serine/threonine-protein phosphatase PP-Z, variant 1)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU02558-t26_1
NCU07489-t26_1 (serine/threonine-protein phosphatase PP-Z)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU02558-t26_1
NCU06648-t26_1 (polarized growth protein Boi2)	9	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU01414-t26_1 (ascospore maturation 1 protein)	9	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU10610-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU06140-t26_1, NCU00821-t26_1
NCU06487-t26_1 (hypothetical protein)	9	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU02558-t26_1, NCU00821-t26_1
NCU00556-t26_1 (RNA binding protein)	9	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU03035-t26_1, NCU06130-t26_1, NCU02558-t26_1, NCU00821-t26_1, NCU04847-t26_1
NCU06259-t26_1 (vacuolar sorting protein-7)	9	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU02558-t26_1
NCU02834-t26_1 (hypothetical protein)	9	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05798-t26_1, NCU02558-t26_1, NCU00821-t26_1
NCU08868-t26_2 (hypothetical protein, variant 1)	9	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU09337-t26_1, NCU01697-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU08868-t26_1 (hypothetical protein)	9	new	NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU09337-t26_1, NCU01697-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU02582-t26_1 (RCO3)	9	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU02950-t26_1, NCU05798-t26_1, NCU00832-t26_1, NCU00821-t26_1
NCU06252-t26_1 (Dual specificity protein phosphatase 2, putative)	9	new	NCU01789-t26_2, NCU01789-t26_1, NCU05648-t26_1, NCU02246-t26_1, NCU09337-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU02558-t26_1
NCU07753-t26_1 (hypothetical protein)	9	new	NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU01098-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05798-t26_1, NCU02558-t26_1, NCU00821-t26_1
NCU02283-t26_1 (Calcium/calmodulin-dependent protein kinase type II)	9	new	NCU01789-t26_2, NCU01789-t26_1, NCU07191-t26_1, NCU03132-t26_1, NCU05681-t26_1, NCU01463-t26_1, NCU02950-t26_1, NCU00832-t26_1, NCU04122-t26_1
NCU02950-t26_1 (hypothetical protein)	8	query	NCU04645-t26_1, NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03132-t26_1, NCU03035-t26_1, NCU05798-t26_1, NCU04122-t26_1
NCU03089-t26_1 (hypothetical protein)	8	new	NCU04645-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU02558-t26_1
NCU09848-t26_1 (hypothetical protein)	8	query	NCU04645-t26_1, NCU02246-t26_1, NCU01382-t26_1, NCU09337-t26_1, NCU10610-t26_1, NCU03035-t26_1, NCU06140-t26_1, NCU04122-t26_1
NCU04019-t26_1 (nicotinamide mononucleotide adenylyl transferase)	8	new	NCU04645-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU01982-t26_1 (hypothetical protein)	8	new	NCU04645-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU08169-t26_1, NCU05798-t26_1, NCU02558-t26_1
NCU05836-t26_1 (glycosyl hydrolase family 47 protein)	8	query	NCU04645-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05917-t26_1
NCU04382-t26_1 (hypothetical protein)	8	new	NCU04645-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05798-t26_1, NCU06130-t26_1, NCU00821-t26_1
NCU02592-t26_1 (chitin synthase-9)	8	new	NCU04645-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU03132-t26_1, NCU03035-t26_1, NCU02950-t26_1, NCU05798-t26_1, NCU02558-t26_1
NCU04740-t26_1 (hypothetical protein)	8	new	NCU04645-t26_1, NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1
NCU08009-t26_1 (DNA replication licensing factor mcm3)	8	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU07246-t26_1 (Swi4)	8	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU05194-t26_1 (DNA replication licensing factor Mcm6)	8	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU02473-t26_1 (nucleoporin-12)	8	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU02687-t26_1 (activator 1 41 kDa subunit)	8	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU03815-t26_1 (large neutral amino acids transporter small subunit 2)	8	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1
NCU02256-t26_1 (exosome exonuclease-4)	8	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU06130-t26_1, NCU00821-t26_1
NCU10519-t26_1 (G-patch domain-containing protein)	8	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU06839-t26_2 (rhomboid family protein, variant 1)	8	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU06839-t26_1 (rhomboid family protein)	8	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU03537-t26_1 (nuclear division-51)	8	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1
NCU01171-t26_1 (DNA replication licensing factor mcm5)	8	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU05917-t26_1, NCU00821-t26_1
NCU02940-t26_1 (hypothetical protein)	8	new	NCU05836-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU05917-t26_1, NCU05798-t26_1, NCU00821-t26_1
NCU06791-t26_1 (Septal pore-associated protein, putative)	8	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU01192-t26_1 (DNA polymerase delta catalytic subunit)	8	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU00821-t26_1
NCU09200-t26_1 (hypothetical protein)	8	new	NCU05836-t26_1, NCU05916-t26_1, NCU01789-t26_2, NCU01789-t26_1, NCU02246-t26_1, NCU03035-t26_1, NCU01463-t26_1, NCU00821-t26_1
